object_id,stop_id,stop_name,route_id,destination,day_type,peak_ind,average_sec,std_sec,p05_sec,p50_sec,p95_sec
912,70213,Hawes Street,Green-C,Cleveland Circle,weekday,peak,499.67,315.88,83.4,452,1089.6
913,70247,Longwood Medical Area,Green-E,Heath St,sunday,offpeak,715.12,418.28,90,712.5,1447.9
914,70236,Englewood Avenue,Green-C,North Station,weekday,offpeak,644.52,338.02,266,570,1324.55
915,70198,Park Street,Green-D,Riverside,sunday,offpeak,825.11,456.51,233,743,1679.2
916,70214,Hawes Street,Green-C,North Station,saturday,offpeak,490.87,345.24,62,452.5,1102.55
917,70247,Longwood Medical Area,Green-E,Heath St,weekday,offpeak,508.36,288.15,97,471,1034.5
918,70236,Englewood Avenue,Green-C,North Station,weekday,peak,611.72,348.45,248,505,1307.8
919,70198,Park Street,Green-D,Riverside,weekday,offpeak,473.73,306.5,114,418,970.4
920,70214,Hawes Street,Green-C,North Station,sunday,offpeak,517.51,329.64,63.65,496.5,1123.35
921,70247,Longwood Medical Area,Green-E,Heath St,weekday,peak,421.71,274.6,91,387,923.95
922,70239,Prudential,Green-E,Heath St,saturday,offpeak,566.33,310.65,94,552,1104
923,70198,Park Street,Green-D,Riverside,weekday,peak,397.65,218.52,112,362,809
924,70214,Hawes Street,Green-C,North Station,weekday,offpeak,557.05,278.17,132,541,1043.3
925,70248,Longwood Medical Area,Green-E,Lechmere,saturday,offpeak,596.6,327.8,135.5,558.5,1168.5
926,70239,Prudential,Green-E,Heath St,sunday,offpeak,674.92,335.56,111,691,1213
927,70199,Park Street,Green-E,Heath St,saturday,offpeak,562.79,275.35,113.9,558,1017
928,70214,Hawes Street,Green-C,North Station,weekday,peak,457.21,241.8,110,434,909.3
929,70248,Longwood Medical Area,Green-E,Lechmere,sunday,offpeak,730.64,380.61,173,710.5,1465.75
930,70239,Prudential,Green-E,Heath St,weekday,offpeak,489.16,245.14,118,476,913.8
931,70199,Park Street,Green-E,Heath St,sunday,offpeak,670.58,310.48,123.3,698,1186.3
932,70199,Park Street,Green-E,Heath St,weekday,offpeak,489.01,223.48,139,482,864.5
933,70199,Park Street,Green-E,Heath St,weekday,peak,392.68,199.33,105,374,763.65
934,70202,Government Center,Green-C,Cleveland Circle,saturday,offpeak,630.03,315.7,170.3,588,1218.6
935,70202,Government Center,Green-C,Cleveland Circle,sunday,offpeak,652.88,335.13,133.5,635,1229.5
936,70202,Government Center,Green-C,Cleveland Circle,weekday,offpeak,503.03,265.08,114,474,984.3
937,70202,Government Center,Green-C,Cleveland Circle,weekday,peak,480.07,244.04,131.8,450,922
938,70202,Government Center,Green-D,Riverside,saturday,offpeak,799.45,452.63,187.2,726,1664
939,70202,Government Center,Green-D,Riverside,sunday,offpeak,885.9,490.04,251.7,784,1942.9
940,70202,Government Center,Green-D,Riverside,weekday,offpeak,522.22,367.13,93,455,1186
941,70202,Government Center,Green-D,Riverside,weekday,peak,449.83,297.97,97.6,384,1010
942,70202,Government Center,Green-E,Heath St,saturday,offpeak,560.09,263.95,131.35,559.5,987.3
943,70202,Government Center,Green-E,Heath St,sunday,offpeak,655.2,285.95,142.25,696,1079.5
944,70202,Government Center,Green-E,Heath St,weekday,offpeak,483.56,208.55,154,479,824
945,70202,Government Center,Green-E,Heath St,weekday,peak,390.34,191.98,120.35,372.5,725
946,70204,Haymarket,Green-C,Cleveland Circle,saturday,offpeak,670.14,337.88,224.9,613,1289
947,70204,Haymarket,Green-C,Cleveland Circle,sunday,offpeak,708.18,340.7,223.7,663,1347.6
948,70204,Haymarket,Green-C,Cleveland Circle,weekday,offpeak,548.24,288.94,163,504,1083
949,70204,Haymarket,Green-C,Cleveland Circle,weekday,peak,531.72,271.35,198,481,1033.2
950,70204,Haymarket,Green-E,Heath St,saturday,offpeak,564.86,252.92,163.4,566,984
951,70204,Haymarket,Green-E,Heath St,sunday,offpeak,671.46,285.63,162.65,697,1123.9
952,70204,Haymarket,Green-E,Heath St,weekday,offpeak,479.18,203.23,163,473,814.9
953,70204,Haymarket,Green-E,Heath St,weekday,peak,357.41,172.12,120.95,339,658
954,70206,North Station,Green-C,Cleveland Circle,saturday,offpeak,679.34,354.58,229.45,614,1328.85
955,70206,North Station,Green-C,Cleveland Circle,sunday,offpeak,725.93,353.46,240.7,671.5,1384.85
956,70206,North Station,Green-C,Cleveland Circle,weekday,offpeak,560.78,296.05,178.75,513,1110.75
957,70206,North Station,Green-C,Cleveland Circle,weekday,peak,546.1,280.27,213.4,489,1063.2
